Sequoia Capital China
Founders Fund
Tiger Global Management
Khosla Ventures
Sequoia Capital China
Tiger Global Management
Khosla Ventures
Andreessen Horowitz
index Ventures
Tencent Holdings
Sequoia Capital
SoftBank Group
Forerunner Ventures
Tencent Holdings
GGV Capital
Hillhouse Capital Management
Accel
Tencent Holdings
Accel Partners
Benchmark
Accel
Sequoia Capital China
IDG Capital
Lightspeed Venture Partners
New Enterprise Associates
Andreessen Horowitz
General Catalyst
Andreessen Horowitz
Khosla Ventures
DST Global
Tiger Global Management
Coatue Management
Vickers Venture Partners
New Enterprise Associates
KKR
Andreessen Horowitz
Tiger Global Management
Caffeinated Capital
LTW Capital
Initialized Capital
Aviation Industry Corporation of China
Accel
Activant Capital
DFJ Growth Fund
Tencent Holdings
Accel India
MindWorks Ventures
Index Ventures
General Catalyst Partners
Sequoia Capital China
Y Combinator
DJF
Index Ventures
Upper90
Ribbit Capital
IDG Capital
KKR
Bessemer Venture Partners
Sequoia Capital China
Redalpine Venture Partners
Summit Partners
Vattenfall
Andreessen Horowitz
Nintendo
SoftBank Group
Target Global
DST Global
BOLDstart Ventures
SoftBank Group
Addition
Sequoia Capital China
Global Founders Capital
American Express Ventures
Didi Chuxing
Sutter Hill Ventures
01 Advisors
New Enterprise Associates
D1 Capital Partners
Kaalari Capital
Tenaya Capital
Bloomberg Beta
Tiger Global Management
Sixth Street Partners
Union Square Ventures
Accel
Lightspeed Venture Partners
Sequoia Capital India
Insight Venture Partners
Menlo Ventures
Accel
Volkswagen Group
Norwest Venture Partners
Andreessen Horowitz
Morgan Creek Digital
Tencent
Initialized Capital
Third Point
General Atlantic
Slack Fund
Institutional Venture Partners
Sequoia Capital China
IDG Capital
TA Associates
Technology Crossover Ventures
Accel Partners
BPI France
New Enterprise Associates
Union Square Ventures
Atomico
Barter Ventures
Thrive Capital
Warmsun Holding
Pine Brook
Insight Partners
BlackRock
Venrock
NextView Ventures
Alibaba Group
Tencent
Technology Crossover Ventures
Thrive Capital
Battery Ventures
Aglae Ventures
Blackstone
VY Capital
Nexus Venture Partners
Matrix Partners
Highland Europe
